CNN,SP
24615000,24617000
24615000,24620000
24615000,24616000
27704000,27703000
27704000,27705000
27704000,27697000
27704000,27707000
25908000,25870000
25908000,25911000
25908000,25903000
25908000,25909000
26876000,26871000
26876000,26864000
26876000,26868000
52266000,52102000
52266000,52266000
52266000,52428000
52266000,52426000
21418000,33355000
21418000,21449000
21418000,21452000
25041000,25040000
25041000,25045000
25041000,50180000
25041000,25041000
51878000,21195000
51878000,50939000
25713000,51579000
25713000,25715000
25713000,33615000
21371000,21369000
21371000,51010000
21371000,51002000
21371000,21373000
51938000,50802000
51938000,51937000
51938000,51940000
51938000,51935000
50142000,25351000
50142000,50142000
23632000,23686000
23632000,23689000
23632000,23633000
23632000,23634000
27832000,27834000
27832000,27812000
27832000,27833000
27832000,27550000
25453000,25449000
25453000,25455000
25453000,25451000
34085000,34084000
34085000,34086000
34085000,34074000
34085000,34107000
20963000,20960000
20963000,20964000
20963000,20957000
20963000,20991000
20065000,33127000
20065000,20073000
20065000,20131000
20065000,20064000
24058000,21293000
24058000,21178000
24058000,24058000
24058000,24057000
27903000,27873000
27903000,27905000
27903000,27887000
27903000,27904000
26319000,26350000
26319000,26318000
26319000,26327000
26319000,26036000
54177000,50278000
54177000,54177000
54177000,54178000
24484000,24483000
24484000,24486000
24484000,23816000
24484000,28057000
27974000,27973000
27974000,27989000
27974000,27972000
27974000,27975000
50585000,26288000
26794000,26793000
26794000,26792000
26794000,26794000
26794000,26985000
25896000,25891000
25896000,25904000
25896000,25898000
25896000,25897000
51079000,22779000
51079000,22782000
22304000,22305000
22304000,22304000
22304000,22303000
22304000,22300000
20814000,20815000
20814000,20791000
20814000,20817000
21901000,21916000
21901000,21897000
21901000,21902000
21901000,21900000
23075000,23077000
23075000,33718000
23075000,23074000
23075000,33501000
33523000,22172000
25336000,50308000
25336000,25344000
25336000,25326000
25336000,25353000
26068000,26049000
26068000,26075000
26068000,26047000
26068000,26612000
51926000,51925000
51926000,51927000
51926000,51864000
51926000,51924000
51028000,21481000
51028000,51028000
23501000,23500000
23501000,23503000
23501000,23499000
23501000,23505000
25762000,25767000
25762000,25769000
25762000,25761000
25762000,25770000
22747000,35015000
22747000,22712000
22747000,22745000
22747000,22748000
34011000,34010000
34011000,34011000
34011000,20196000
28023000,28025000
28023000,28026000
28023000,28018000
28023000,28024000
26188000,26161000
26188000,26181000
26188000,32921000
26188000,26156000
26210000,26206000
26210000,32830000
26210000,26209000
54165000,54164000
54165000,54165000
54165000,24718000
53025000,34030000
53025000,34029000
50573000,32914000
30710000,25424000
30710000,30710000
30710000,25425000
30710000,25442000
30710000,25452000
30710000,25443000
20137000,20138000
20137000,50775000
20137000,20196000
20137000,33144000
32971000,21740000
32971000,32970000
32971000,21742000
32971000,32971000
27040000,27091000
27040000,27092000
27040000,22898000
22256000,22257000
22256000,22258000
22256000,22255000
22256000,22254000
33511000,23317000
33511000,33510000
33511000,23319000
51914000,21323000
51914000,21322000
23370000,23371000
23370000,23381000
23370000,23365000
23370000,23424000
53047000,53063000
53047000,34151000
53047000,53049000
50207000,54174000
50207000,50207000
50207000,25432000
50207000,25116000
27794000,27819000
27794000,27793000
27794000,27518000
23796000,23799000
23796000,23586000
23796000,23590000
23796000,23797000
21961000,21987000
21961000,21992000
21961000,21958000
21961000,21959000
24222000,24221000
24222000,24223000
24222000,24055000
24222000,24225000
26565000,26566000
26565000,26560000
26565000,26558000
26565000,26569000
51459000,53005000
51459000,51459000
33544000,26923000
33544000,26957000
33544000,33545000
26483000,26488000
26483000,26482000
26483000,26928000
26483000,26929000
25938000,25936000
25938000,54030000
25938000,25954000
32840000,32839000
32840000,32840000
32840000,27109000
32840000,27105000
26636000,26648000
26636000,26645000
26636000,26637000
26636000,26668000
51485000,51340000
51485000,51343000
51485000,51338000
20978000,20959000
20978000,20979000
20978000,20944000
20978000,20980000
22611000,22610000
22611000,22618000
22611000,22662000
22611000,22612000
23239000,23236000
23239000,23263000
23239000,23233000
23239000,23240000
50106000,25510000
50106000,50106000
25417000,25421000
25417000,25418000
25417000,25419000
33692000,52018000
33692000,33690000
33692000,33689000
33692000,33692000
33692000,33693000
32922000,26163000
32922000,32923000
32922000,26149000
23621000,23622000
23621000,54005000
23621000,52246000
21825000,21850000
21825000,51064000
21825000,21865000
21825000,21854000
23665000,23666000
23665000,23661000
23665000,23662000
23665000,23668000
50145000,25359000
50145000,50145000
34118000,34117000
34118000,34121000
34118000,34118000
22753000,22752000
22753000,22768000
22753000,22759000
22753000,22754000
24091000,21342000
24091000,21346000
24091000,24090000
24091000,24093000
51447000,51443000
50549000,27313000
50549000,27317000
26352000,26353000
26352000,26351000
26352000,26060000
26352000,26355000
26920000,26938000
26920000,26915000
26920000,26919000
26920000,26918000
20421000,20422000
20421000,20427000
20421000,20425000
20370000,54118000
20370000,54120000
20370000,20377000
20370000,20371000
22682000,51640000
22682000,22813000
22682000,22689000
22682000,51639000
22682000,22682000
22682000,22805000
22682000,22683000
22895000,33583000
22895000,22897000
22895000,22896000
22895000,22899000
24822000,50149000
24822000,24830000
24822000,24833000
24822000,24820000
20847000,20844000
20847000,20867000
20847000,20846000
20847000,20603000
33487000,23109000
33487000,23108000
27204000,27211000
27204000,27191000
27204000,27202000
20918000,20929000
20918000,20917000
20918000,20920000
20918000,20915000
50992000,20353000
50992000,50992000
54041000,23693000
54041000,23690000
54041000,54042000
54041000,54041000
21813000,21814000
21813000,21802000
21813000,22123000
21813000,21813000
23534000,23528000
23534000,23535000
23534000,23531000
23534000,33066000
23037000,23019000
23037000,23037000
23037000,23043000
23037000,23038000
25795000,25722000
25795000,25794000
25795000,25796000
23960000,23969000
23960000,23961000
23960000,23971000
23960000,23958000
23108000,23109000
51435000,51303000
51435000,50588000
51435000,51302000
51435000,51310000
50537000,32843000
50537000,50537000
22125000,33377000
22125000,21814000
22125000,22127000
22125000,22125000
24052000,24051000
24052000,24054000
24052000,24045000
53058000,34149000
53058000,53059000
21131000,21165000
21131000,21130000
21131000,21132000
22551000,22556000
22551000,22728000
22551000,22725000
22551000,22546000
22551000,22724000
22551000,28047000
22408000,22373000
22408000,22408000
22408000,22410000
22408000,22409000
33004000,22940000
33004000,22952000
33004000,22933000
33004000,22939000
33490000,33492000
33490000,33491000
33490000,23042000
22977000,22978000
22977000,35042000
22977000,33589000
22977000,22900000
50082000,50092000
50082000,50085000
50082000,50074000
21142000,21140000
21142000,21170000
21142000,21173000
21142000,21139000
33561000,27152000
33561000,27195000
20552000,51979000
20552000,20552000
20552000,20546000
20552000,20554000
27499000,27497000
27499000,27505000
27499000,27531000
27499000,27498000
25664000,25667000
25664000,25659000
25664000,25651000
27488000,27489000
27488000,27486000
27488000,50533000
27488000,27488000
27925000,23521000
27925000,27928000
27925000,27922000
27925000,27926000
54117000,54114000
54117000,54117000
21994000,21993000
21994000,21988000
21994000,21991000
21415000,21420000
21415000,21414000
21415000,21393000
21415000,21419000
24255000,50020000
24255000,24256000
24255000,24255000
24255000,24266000
22244000,22239000
22244000,22245000
22244000,22254000
22244000,22231000
21346000,24099000
21346000,24091000
21346000,21345000
21346000,24097000
20448000,20107000
20448000,20454000
20448000,20443000
20448000,20447000
22420000,22424000
22420000,22419000
22420000,22423000
22420000,22421000
20585000,20571000
20585000,20598000
20585000,20589000
20585000,20572000
25095000,25083000
25095000,25243000
25095000,25092000
33350000,20871000
33350000,20390000
33350000,20381000
51518000,51566000
51518000,22339000
33845000,25400000
33845000,25382000
33845000,50121000
50070000,23908000
50070000,50067000
50070000,50073000
25107000,25124000
25107000,25107000
25107000,25105000
23272000,23269000
23272000,27380000
23272000,23271000
50300000,30060000
21437000,33357000
21437000,21423000
21437000,21439000
21437000,21438000
22877000,22878000
22877000,22868000
22877000,22879000
22877000,22876000
23698000,23700000
23698000,33049000
23698000,28098000
23698000,23699000
23747000,23745000
23747000,23750000
23747000,23844000
23747000,23746000
51411000,51195000
51411000,51411000
30055000,50261000
30055000,30055000
30055000,24439000
30055000,24333000
50513000,26830000
50513000,50513000
24124000,24122000
24124000,24128000
24124000,24080000
24124000,24125000
27914000,27902000
27914000,27915000
27914000,27899000
23130000,23129000
23130000,23243000
23130000,23241000
20436000,20438000
20436000,20439000
20436000,50821000
20436000,20444000
50961000,20874000
50961000,20856000
20454000,34019000
20454000,20448000
20454000,20453000
20454000,20469000
21841000,21890000
21841000,21849000
21841000,21892000
21841000,33699000
51249000,51247000
51249000,51251000
51249000,54140000
26811000,26814000
26811000,26367000
26811000,32825000
26811000,26812000
26811000,26803000
30757000,25860000
30757000,25863000
30757000,25868000
30757000,30759000
51854000,50760000
51854000,51852000
51854000,51855000
51854000,51853000
50058000,24536000
50058000,50058000
24976000,24973000
24976000,24921000
24976000,25000000
26008000,26005000
26008000,26011000
26008000,26008000
26008000,26023000
27237000,27238000
27237000,27241000
27237000,27233000
27237000,27239000
21777000,21776000
21777000,21766000
21777000,21775000
21777000,21798000
20879000,20878000
20879000,20880000
20879000,20876000
21306000,24072000
21306000,24086000
21306000,21304000
21306000,24073000
26079000,26073000
26079000,26360000
26079000,26362000
26079000,26363000
25277000,25276000
25277000,25272000
25277000,25277000
25277000,50193000
27663000,27664000
27663000,27662000
27663000,27663000
27663000,27669000
54093000,54094000
54093000,54092000
54093000,54107000
54093000,54101000
25828000,25821000
25828000,25831000
25828000,25827000
26710000,26698000
26710000,26718000
26710000,26713000
26710000,26709000
28089000,23688000
28089000,33049000
28089000,23685000
28089000,28098000
22220000,22219000
22220000,22221000
22220000,22223000
22220000,22209000
21322000,51914000
21322000,21323000
21322000,21313000
21322000,21254000
26254000,26252000
26254000,27036000
26254000,27032000
26254000,27029000
20077000,20081000
20077000,20078000
20077000,20058000
20323000,20321000
20323000,20320000
20323000,20324000
20323000,33345000
22584000,22578000
22584000,22586000
22584000,22583000
22584000,22589000
20148000,20142000
20148000,20113000
